table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,character_set_catalog,character_set_schema,character_set_name,collation_catalog,collation_schema,collation_name,domain_catalog,domain_schema,domain_name,udt_catalog,udt_schema,udt_name,scope_catalog,scope_schema,scope_name,maximum_cardinality,dtd_identifier,is_self_referencing,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_updatable
app,public,policy_data_mismatch_checks,input_file_id,7,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,output_file_id,8,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,meta,10,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,created_at,11,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,updated_at,12,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,org_entity_id,13,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,13,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,job_id,6,,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,comparison_source,5,,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_mismatch_checks,status,4,,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,org_entity_id,12,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,12,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,user_id,2,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,org_id,3,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,benefit_id,4,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,dependent_id,5,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,error_type,7,'[]'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,data_check_batch_id,8,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,meta,9,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,created_at,10,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,status,6,,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_errors,updated_at,11,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,org_entity_id,11,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,input_file_id,6,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,created_by,7,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,benefit_id,5,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,meta,8,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,org_id,4,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,created_at,9,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,updated_at,10,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,comparison_source,2,,NO,character varying,50,200,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,policy_data_check_batches,job_id,3,,NO,character varying,50,200,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_stat_statements,local_blks_read,23,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,23,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,local_blks_dirtied,24,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,24,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,local_blks_written,25,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,25,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,temp_blks_read,26,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,26,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,temp_blks_written,27,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,27,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,blk_read_time,28,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,28,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,wal_records,30,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,30,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,wal_fpi,31,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,31,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,blk_write_time,29,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,29,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,userid,1,,YES,oid,,,,,,,,,,,,,,,,,,app,pg_catalog,oid,,,,,1,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,dbid,2,,YES,oid,,,,,,,,,,,,,,,,,,app,pg_catalog,oid,,,,,2,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,queryid,3,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,3,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,plans,5,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,5,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,total_plan_time,6,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,6,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,min_plan_time,7,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,7,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,max_plan_time,8,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,8,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,mean_plan_time,9,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,9,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,stddev_plan_time,10,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,10,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,query,4,,YES,text,,"1,073,741,824",,,,,,,,,,,,,,,,app,pg_catalog,text,,,,,4,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,calls,11,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,11,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,total_exec_time,12,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,12,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,min_exec_time,13,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,13,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,max_exec_time,14,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,14,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,mean_exec_time,15,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,15,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,stddev_exec_time,16,,YES,double precision,,,53,2,,,,,,,,,,,,,,app,pg_catalog,float8,,,,,16,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,rows,17,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,17,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,shared_blks_hit,18,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,18,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,shared_blks_read,19,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,19,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,shared_blks_dirtied,20,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,20,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,shared_blks_written,21,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,21,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,local_blks_hit,22,,YES,bigint,,,64,2,0,,,,,,,,,,,,,app,pg_catalog,int8,,,,,22,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_stat_statements,wal_bytes,32,,YES,numeric,,,,10,,,,,,,,,,,,,,app,pg_catalog,numeric,,,,,32,NO,NO,,,,,,NO,NEVER,,NO
app,public,pg_payments_history,created_at,4,CURRENT_TIMESTAMP,YES,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments_history,status,3,,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments_history,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments_history,pg_payment_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,pg_order_id,3,,YES,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,pg_payment_id,2,,YES,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,updated_at,9,CURRENT_TIMESTAMP,YES,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,created_at,8,CURRENT_TIMESTAMP,YES,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,meta,7,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,nova_order_id,4,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,pg_name,6,,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,pg_payments,status,5,'pending'::character varying,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,pincode,4,,NO,character varying,30,120,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,batch_config,10,"'{""recurring"": ""monthly""}'::jsonb",YES,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,preferences,9,'{}'::jsonb,YES,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,address,3,,NO,character varying,500,"2,000",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,name,2,,NO,character varying,200,800,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,updated_at,7,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,created_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,meta,5,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,orgs,status,8,'ACTIVE'::character varying,YES,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,created_at,5,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,updated_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,org_entity_id,9,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,node_global_ids,8,'{}'::character varying[],YES,ARRAY,,,,,,,,,,,,,,,,,,app,pg_catalog,_varchar,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,node_global_id,7,,YES,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,name,3,,YES,character varying,200,800,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,org_id,2,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_properties,meta,4,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,created_at,8,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,org_entity_id,11,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,11,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,updated_at,9,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,meta,7,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,benefit_id,6,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,org_id,5,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,org_period,10,'2023-2024'::character varying,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,10,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,status,4,,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,task,3,,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_tasks,stage,2,,NO,character varying,100,400,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,created_at,5,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,meta,4,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,updated_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,user_id,3,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_onboarding_stage_task_updates,org_onboarding_stage_task_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,updated_at,7,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,created_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,file_group_id,5,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,status,4,'created'::character varying,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,org_id,1,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,org_entity_id,8,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,meta,3,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_group_file_edges,file_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entity_benefits,status,4,'created'::character varying,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entity_benefits,meta,3,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entity_benefits,org_entity_id,1,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entity_benefits,benefit_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,pincode,9,,NO,character varying,20,80,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,9,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,name,3,,YES,character varying,200,800,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,address,8,,NO,character varying,500,"2,000",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,8,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,updated_at,7,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,7,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,created_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,meta,5,'{}'::jsonb,YES,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,org_id,2,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,id,1,uuid_generate_v4(),NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_entities,status,4,,YES,character varying,50,200,,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,updated_at,6,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,org_id,1,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,benefit_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,meta,3,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,status,4,'created'::character varying,NO,character varying,255,"1,020",,,,,,,,,,,,,,,,app,pg_catalog,varchar,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefits,created_at,5,CURRENT_TIMESTAMP,NO,timestamp with time zone,,,,,,6,,,,,,,,,,,,app,pg_catalog,timestamptz,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,org_entity_id,6,,YES,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,6,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,meta,4,,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,4,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,checkup_package_id,3,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,3,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,org_id,1,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,1,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,benefit_id,2,,NO,uuid,,,,,,,,,,,,,,,,,,app,pg_catalog,uuid,,,,,2,NO,NO,,,,,,NO,NEVER,,YES
app,public,org_benefit_checkup_package_edges,package_free_for,5,'{}'::jsonb,NO,jsonb,,,,,,,,,,,,,,,,,,app,pg_catalog,jsonb,,,,,5,NO,NO,,,,,,NO,NEVER,,YES
